C:\Users\impar\Pictures\Datasets\Top Rated Tv series.csvorigin_country,original_name,overview,popularity,first_air_date,vote_average,vote_count
['US'],Sanctuary,"The adventures of the beautiful, enigmatic and always surprising Dr. Helen Magnus, a brilliant scientist who holds the secrets of a clandestine population called Abnormals—a group of strange and sometimes terrifying beings that hide among humans. Magnus seeks to protect this threatened phenomena as well as unlock the mysteries behind their existence.",20.3125,2008-10-03,7.2,261
['US'],That's So Raven,"No ordinary teenager; Raven Baxter can see glimpses of the future! Watch her schemes and misadventures as she enlists the help of friends, including best friends Eddie and Chelsea, to change life's little outcomes. Raven's younger brother, Cory, is obsessed with money and creates get-rich-quick schemes to try to earn cash.",284.825,2003-01-17,7.2,250
['US'],We Own This City,The story of the rise and fall of the Baltimore Police Department's Gun Trace Task Force — and the corruption and moral collapse that befell an American city in which the policies of drug prohibition and mass arrest were championed at the expense of actual police work.,7.5525,2022-04-25,7.2,204
['GB'],Cursed,"In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.",19.6875,2020-07-16,7.185,928
['US'],Marvel's Agents of S.H.I.E.L.D.: Slingshot,"Elena ""Yo-Yo"" Rodriguez, an Inhuman with the ability to move at super-speed, is required to sign the Sokovia Accords. However, the restrictions of the Accords are in direct conflict with a personal mission she's desperate to fulfill, one that will test her abilities and will include tense encounters with S.H.I.E.L.D. team members.",9.989999999999998,2016-12-13,7.2,230
['US'],Nip/Tuck,"Hotshot plastic surgeons Dr. Sean McNamara and Dr. Christian Troy experience full-blown midlife crises as they confront career, family and romance problems.",24.125,2003-07-22,7.2,483
"['DE', 'FR', 'GB']",Constellation,"When a fatal accident occurs on board the International Space Station, a lone astronaut makes the heroic journey back to Earth, only to discover key pieces of her life—including her young daughter—have changed.",13.4975,2024-02-21,7.2,271
['US'],Perception,"Dr. Daniel Pierce, a neuroscientist and professor, is recruited to help the federal government crack difficult cases. His intimate knowledge of human behavior and masterful understanding of the mind give him an extraordinary ability to read people, but his eccentric view of the world and less-than-stellar social skills can often interfere with his work.",16.805,2012-07-09,7.177,248
"['IT', 'GB', 'ZA', 'TR', 'DE', 'US']",The Odyssey,"In this adaptation of Homer's timeless epic, Armand Assante stars as Odysseus, the warrior King of the mythical island of Ithaca, who must endure a decade long quest to reach home after the Trojan war, overcoming savage monsters, powerful forces of nature, and seductive nymphs, and he must outsmart them all, with all the guile and intellect he can muster.",5.55,1997-05-18,7.177,783
['US'],A Teacher,"Claire Wilson, a young teacher at a suburban Texas high school, begins an affair with her student, Eric Walker. But their relationship accelerates faster than anticipated and the permanent damage becomes impossible to ignore.",12.3025,2020-11-10,7.2,357
['US'],Olaf Presents,Frozen’s beloved snowman retelling several classic Disney tales as only he can.,3.0275,2021-11-12,7.2,297
"['JP', 'US']",Star Wars: Visions,This anthology of animated shorts from around the world celebrates the mythos of Star Wars through unique cultural lenses.,15.825,2021-09-22,7.2,385
['JP'],日本沈没2020,"After catastrophic earthquakes devastate Japan, one family's resolve is tested on a journey of survival through the sinking archipelago.",17.612499999999997,2020-07-09,7.2,310
"['AT', 'DE']",Freud,"Eager to make his name in 19th-century Vienna, a hungry young Sigmund Freud joins a psychic and an inspector to solve a string of bloody mysteries.",4.46,2020-03-15,7.178,272
['US'],Tell Me a Story,The world's most beloved fairy tales reimagined as a dark and twisted psychological thriller.,26.7725,2018-10-31,7.2,263
['GB'],The Graham Norton Show,Each week celebrity guests join Irish comedian Graham Norton to discuss what's being going on around the world that week. The guests poke fun and share their opinions on the main news stories. Graham is often joined by a band or artist to play the show out.,378.8675,2007-02-22,7.172,261
['US'],Marvel's Cloak & Dagger,Two teenagers from very different backgrounds awaken to newly acquired superpowers which mysteriously link them to one another.,16.189999999999998,2018-06-07,7.2,604
['US'],Invasion,Earth is visited by an alien species that threatens humanity's existence. Events unfold in real time through the eyes of five ordinary people across the globe as they struggle to make sense of the chaos unraveling around them.,31.9575,2021-10-21,7.17,984
['US'],The Flight Attendant,"Flight attendant Cassandra Bowden wakes in her hotel room hungover from the night before in Dubai with a dead body lying next to her. Afraid to call the police, she continues her morning as if nothing happened. In New York, she is met by FBI agents who question her about her recent layover in Bangkok. Still unable to piece the night together, she begins to wonder if she could be the killer.",37.3225,2020-11-26,7.17,557
['US'],Treadstone,"The Treadstone project, having created super spy Jason Bourne, turns its attention on a new protocol to develop unstoppable superhuman assassins.",8.504999999999999,2019-10-15,7.169,254
['US'],Marvel Studios Assembled,"Go behind the scenes of the shows and movies of the Marvel Cinematic Universe, following the filmmakers, cast and crew, and Marvel heroes every step of the way.",7.89,2021-03-12,7.2,205
['US'],The 4400,"4400 centers on the return of 4400 people who, previously presumed dead or reported missing, reappear on Earth. Though they have not aged physically, some of them seem to have deeper alterations ranging from superhuman strength to an unexplained healing touch. A government agency is formed to track the 4400 people after one of them commits a murder.",18.23,2004-07-11,7.168,673
['US'],Unforgettable,"Former Syracuse, New York, police detective Carrie Wells has hyperthymesia, a rare medical condition that gives her the ability to visually remember everything. She reluctantly joins the New York City Police Department's Queens homicide unit after her former boyfriend and partner asks for help with solving a case. The move allows her to try to find out the one thing she has been unable to remember, which is what happened the day her sister was murdered.",23.3825,2011-09-20,7.2,313
['US'],Love,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,20.325000000000003,2016-02-19,7.2,291
['US'],I Am Groot,"There's no guarding the galaxy from this mischievous toddler! Get ready as Baby Groot takes center stage in his very own collection of shorts, exploring his glory days growing up and getting into trouble among the stars.",11.0275,2022-08-10,7.164,366
['US'],Monsters at Work,"Ever since he was a kid, Tylor Tuskmon has dreamed of becoming a Scarer just like his idol James P. Sullivan, and now that dream is about to come true... or not. The day he arrives at Monsters Incorporated to begin his dream job as a Scarer, he learns that scaring is out and laughter is in! After being reassigned to the Monsters, Inc. Facilities Team, Tylor sets his sights on a new goal: figuring out how to be funny and becoming a Jokester.",21.65,2021-07-07,7.164,1380
['US'],Kamp Koral: SpongeBob's Under Years,"SpongeBob and friends spend the summer catching jellyfish, building camp-fires, and swimming in Lake Yuckymuck at Camp Coral, located in the Kelp Forest.",34.73,2021-03-04,7.2,516
['US'],Under the Dome,"A small town is suddenly and inexplicably sealed off from the rest of the world by an enormous transparent dome. While military forces, the government and the media positioned outside of this surrounding barrier attempt to break it down, a small group of people inside attempt to figure out what the dome is, where it came from, and when (and if) it will go away.",58.552499999999995,2013-06-24,7.2,3673
['US'],Future Man,"Josh Futturman, a janitor by day/world-ranked gamer by night, is tasked with preventing the extinction of humanity after mysterious visitors from the future proclaim him the key to defeating the imminent super-race invasion.",15.537500000000001,2017-11-14,7.159,505
['BR'],3%,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",14.24,2016-11-25,7.16,463
['CO'],"Diomedes, el Cacique de La Junta","At just 10 years Diomedes shares with his father Rafael Maria responsibility to bring up her family. In the Board, Guajira, his birth place, and in the midst of so many brothers and little money, Diomedes know that doing this is not easy. Diomedes life takes a turn when discovering love for the first time in the hands of Melida and this is when it begins to write the story of love and passionate Diomedes will be the rest of his life.",15.805,2015-01-13,7.2,748
['US'],Lovecraft Country,"The anthology horror series follows 25-year-old Atticus Freeman, who joins up with his friend Letitia and his Uncle George to embark on a road trip across 1950s Jim Crow America to find his missing father. They must survive and overcome both the racist terrors of white America and the malevolent spirits that could be ripped from a Lovecraft paperback.",14.1,2020-08-16,7.157,683
['US'],Shooter,Bob Lee Swagger is an expert marksman living in exile who is coaxed back into action after learning of a plot to kill the president.,27.7775,2016-11-15,7.157,665
['US'],The Watcher,"A family moves into their suburban dream home, only to discover they've inherited a nightmare.",8.375,2022-10-13,7.156,643
['BE'],Into the Night,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.",16.5625,2020-05-01,7.153,532
['US'],Vice Principals,"After North Jackson High's long-time principal steps down to tend to his ailing wife, Neal Gamby and Lee Russell, the school's vice principals, are forced to put their mutual disdain aside and form an unholy alliance in order to sabotage the newly appointed principal, Dr. Belinda Brown.",8.055,2016-07-17,7.2,226
['US'],Empire,A powerful family drama about the head of a music empire whose three sons and ex-wife all battle for his throne.,39.1225,2015-01-07,7.2,727
['US'],Hannah Montana,"At home and school, she's Miley Stewart, a typical teenager, but when the lights go down and the curtain goes up, she emerges as the glamorous and talented Hannah Montana. Having the ""Best of Both Worlds"" is a complicated proposition, and keeping her identity under wraps leads Miley and her friends into some hilarious capers as she tries to balance her normal life with her rock star persona.",246.3475,2006-03-24,7.2,667
['GB'],Bodies,"One victim, found dead on a London street. Four detectives, in four different time periods, must solve the mystery to protect Britain's future.",13.627500000000001,2023-10-19,7.149,396
"['US', 'AU']",Clickbait,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",3.84,2021-08-25,7.1,369
['US'],Zorro,"Zorro, also known as The New Zorro, New World Zorro, and Zorro 1990, is an American action-adventure drama series featuring Duncan Regehr as the character of Zorro. Regehr portrayed the fearless Latino hero and fencer on The Family Channel from 1990 to 1993. The series was shot entirely in Madrid, Spain and produced by New World Television, The Family Channel, Ellipse Programme of Canal Plus, Beta TV, and RAI. 88 episodes of the series were produced, 10 more than the first Zorro television series, which was produced by Disney in the late 1950s.

Since 2011, the series is currently airing in the United States on the Retro Television Network as The New Zorro. Peter Rodgers Organization is the distributor for this version of Zorro.",9.71,1990-01-05,7.1,255
['ES'],Caminantes,"In August 2019, five friends disappeared while walking the Camino de Santiago. Their trail was lost in the Irati Forest, very close to the border with France. Two weeks after their disappearance, the police found their mobile phones buried in the middle of the mountain, along with their backpacks and various personal belongings. Thanks to the recordings of the devices, it will be possible to see what happened to these five young people.",0.87,2020-07-10,7.148,250
['GB'],The Stranger,A web of secrets sends family man Adam Price on a desperate quest to uncover the truth about the people closest to him.,10.675,2020-01-30,7.154,471
['US'],The Mask: Animated Series,"Insecure bank clerk Stanley Ipkiss uses an ancient mask to gain superpowers while taking on the mischievous and cartoonish, but heroic and good-hearted personality of The Mask",27.43,1995-08-12,7.1,473
"['CA', 'US']",Spider-Man: The New Animated Series,"Bitten by an irradiated spider, teenager Peter Parker gains arachnid-like powers that make him both a hero to those in need and a vigilante wanted by the police.",16.7725,2003-07-11,7.1,358
['US'],Masters of Horror,An anthology series written and directed by the most famous names in horror.,25.384999999999998,2005-10-28,7.147,289
['GB'],Black Doves,"When a spy posing as a politician's wife learns her lover has been murdered, an old assassin friend joins her on a quest for truth — and vengeance.",21.975,2024-12-05,7.133,241
['ES'],S.O.Z: Soldados o Zombies,"Drug lord Alonso Marroquín escapes from a Mexican prison in an attempt to go into hiding. A US military secret experiment goes wrong and the elite unit from the Mexican Police that is after Marroquín gets infected, creating a new zombie species. The Army and the zombies end up at the drug lord’s hideout and a battle for human survival begins.",9.0375,2021-08-06,7.1,658
['US'],Fresh Off the Boat,"A '90s-set single-camera comedy about a hip-hop-loving Asian kid growing up in suburban Orlando, being raised by an immigrant father obsessed with all things American and an immigrant mother often bewildered by white culture.",96.5,2015-02-04,7.15,257
['BR'],Cidade Invisível,An environmental police officer uncovers a hidden world of mythological entities from Brazilian folklore when he finds a connection between the mysterious appearance of a dead river dolphin on a Rio de Janeiro beach and the death of his beloved wife.,3.7750000000000004,2021-02-05,7.1,367
['US'],Scandal,"Everyone has secrets and Olivia Pope has dedicated her life to protecting and defending the public images of the elite by keeping those secrets under wraps. Pope and her team are at the top of their game when it comes to getting the job done for their clients, but it becomes apparent that these ""gladiators in suits,"" who specialize in fixing the lives of other people, have trouble fixing those closest at hand -- their own.",54.9825,2012-04-05,7.143,555
['US'],Unbreakable Kimmy Schmidt,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",33.5475,2015-03-06,7.141,553
['CO'],La mujer en el espejo,La Mujer en el Espejo is the title of a Colombian telenovela that first aired in Colombia in 1997 and was later remade & aired again in Colombia in 2004 by Telemundo.,83.35,2004-12-07,7.1,376
['US'],The Healing Powers of Dude,"Noah, an 11-year-old boy with social anxiety disorder, has to start middle school, he turns to a mutt named Dude, a sarcastic emotional support dog who might need Noah as much as Noah needs him.",5.69,2020-01-13,7.1,342
['US'],Dracula,"It's the late 19th century, and the mysterious Dracula has arrived in London, posing as an American entrepreneur who wants to bring modern science to Victorian society. He's especially interested in the new technology of electricity, which promises to brighten the night - useful for someone who avoids the sun. But he has another reason for his travels: he hopes to take revenge on those who cursed him with immortality centuries earlier. Everything seems to be going according to plan... until he becomes infatuated with a woman who appears to be a reincarnation of his dead wife.",13.7975,2013-10-25,7.1,381
['US'],Scenes from a Marriage,"A chronicle of the many years of love and turmoil that bind a contemporary American couple, tracking their relationship as it progresses through a number of successive stages: matrimony, parenthood, infidelity, divorce and subsequent partnerships.",4.4925,2021-09-12,7.1,303
"['BE', 'GB']",The Missing,"A gripping anthological relationship thriller series exploring the emotional fallout of a child's abduction not only on the family but on the wider community, told over two time frames.",9.2075,2014-10-28,7.134,265
['US'],TURN: Washington's Spies,"The story of New York farmer, Abe Woodhull, who bands together with a group of childhood friends to form The Culper Ring, an unlikely group of spies who turn the tide in America’s fight for independence.",14.2925,2014-04-06,7.1,221
['US'],Designated Survivor,"Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",55.285,2016-09-21,7.13,984
['US'],Frequency,"Detective Raimy Sullivan is stunned when a voice suddenly crackles through her father’s old, long-broken ham radio – it’s Frank Sullivan, somehow transmitting over the airwaves and through the decades from 1996. Separated by twenty years, father and daughter have reunited on a frequency only they can hear, but can they rewrite the story of their lives without risking everyone they love?",5.842499999999999,2016-10-05,7.1,236
['AT'],Kommissar Rex,"After his handler is killed, police dog Rex teams up with recently-divorced inspector Richard Moser to investigate crimes and solve mysteries on the streets of Vienna. And they sometimes get help from their two-legged friend, Inspector Stockinger.",47.9025,1994-11-10,7.133,256
['GB'],Crashing,A comedy drama that crashes straight into the lives and loves of six twenty-something adults living together as Property Guardians in a disused hospital.,4.1175,2016-01-11,7.1,207
['US'],Bloodline,"A dramatic thriller that explores the demons lurking beneath the surface of a contemporary American family. The Rayburns are hard-working pillars of their Florida Keys community. But when the black sheep son comes home for the 45th anniversary of his parents' hotel, he threatens to expose the Rayburns' dark secrets and shameful past, pushing his siblings to the limits of family loyalty.",15.285,2015-03-20,7.128,356
['GB'],Little Britain,"A zany comedy show with Matt Lucas and David Walliams, featuring characters from all over Little Britain.",41.8325,2003-09-16,7.128,215
['US'],Channel Zero,A horror anthology series inspired by “Creepypasta” online tales.,12.962499999999999,2016-10-11,7.1,277
['US'],Age of Samurai: Battle for Japan,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,5.335,2021-02-24,7.1,287
['US'],Mr. Mercedes,"A demented serial killer taunts a retired police detective with a series of lurid letters and emails, forcing the ex-cop to undertake a private, and potentially felonious, crusade to bring the killer to justice before he can strike again. Based on the bestselling novel by Stephen King.",8.3875,2017-08-09,7.1,312
['US'],StartUp,"A desperate banker needs to conceal stolen money. A Haitian-American gang lord wants to go legit. A Cuban-American hacker has an idea that will revolutionize the very future of money itself. Forced to work together, they unwittingly create their version of the American dream - organized crime 2.0.",27.740000000000002,2016-09-06,7.114,219
['US'],Blade Runner: Black Lotus,"Los Angeles 2032. A young woman wakes up with no memories, and possessing deadly skills. The only clues to her mystery are a locked data device and a tattoo of a black lotus. Putting together the pieces, she must hunt down the people responsible for her brutal and bloody past to find the truth of her lost identity.",13.69,2021-11-14,7.1,209
['CA'],Hitler: The Rise of Evil,"This biopic profiles history's most spectacular madman, tracing his journey from humble roots to complete mastery of Germany.",9.1975,2003-05-18,7.1,326
['US'],Prank Encounters,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.,5.0275,2019-10-25,7.1,208
['US'],Krypton,"Set two generations before the destruction of the legendary Man of Steel’s home planet, Krypton follows Superman’s grandfather — whose House of El was ostracized and shamed — as he fights to redeem his family’s honor and save his beloved world from chaos.",32.685,2018-03-21,7.1,463
['US'],Walker,"Cordell Walker, a widower and father of two with his own moral code, returns home to Austin after being undercover for two years, only to discover there's harder work to be done at home.",56.1125,2021-01-21,7.109,367
['US'],Popeye the Sailor,"Follows the adventures of the famed spinach-eating sailor man.

Popeye is one of the most popular cartoon characters of all time. This spunky but loveable spinach-eating sailor continues to delight young and old with his comic adventures, and the entire gang is around to provide plenty of rousing fun and action: Olive Oyl, Swee'Pea, Wimpy and Bluto.",98.5275,1960-06-10,7.1,369
['CA'],Coroner,"Jenny Cooper investigates unexplained or sudden deaths in the city of Toronto. Fierce and quick-witted, Jenny is a newly-widowed single mother with secrets of her own to unearth.",15.72,2019-01-07,7.1,225
"['CA', 'US']",Andromeda,Captain Dylan Hunt and his crew quest to restore a government that once presided over an extended peace and prosperity.,28.8325,2000-10-02,7.1,259
['MX'],Cómo sobrevivir soltero,"Sebastián, an actor known for just one role he played years ago, is about to get engaged, but life has other plans for him. Just when his life seemed to be all mapped out, he is thrown back in the fold with his long time friends who are bad at relationships. All of the sudden, he goes back to the life he left almost 10 years ago: being single.",3.095,2020-06-26,7.1,319
['US'],Station Eleven,The survivors of a devastating flu attempt to rebuild and reimagine the world anew – while holding on to the best of what’s been lost.,9.9725,2021-12-16,7.099,334
['GB'],Strike,"A war veteran turned private detective operates out of a tiny office in London’s Denmark Street. Although wounded both physically and psychologically, his unique insight and background as a military police investigator prove crucial in solving complex crimes that have baffled the police. Based on the bestselling novels written by J.K. Rowling under the pseudonym Robert Galbraith.",20.52,2017-08-27,7.1,201
['US'],Falling Skies,"Falling Skies opens in the chaotic aftermath of an alien attack that has left most of the world completely incapacitated. In the six months since the initial invasion, the few survivors have banded together outside major cities to begin the difficult task of fighting back. Each day is a test of survival as citizen soldiers work to protect the people in their care while also engaging in an insurgency campaign against the occupying alien force.",20.91,2011-06-19,7.097,1186
['US'],Jeffrey Epstein: Filthy Rich,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,1.875,2020-05-27,7.095,373
['GB'],Philip K. Dick's Electric Dreams,"A diverse anthology of ambitious, moving tales inspired by Philip K Dick's short stories.",13.975000000000001,2017-09-17,7.095,312
['US'],Battlestar Galactica,"When the 12 Colonies of Man are wiped out by a cybernetic race called the Cylons, Commander Adama and the crew of the battlestar Galactica lead a ragtag fleet of human survivors in search of a ""mythical planet"" called Earth.",17.302500000000002,1978-09-17,7.094,244
['US'],Top of the Lake,"A woman haunted by her past, Detective Robin Griffin, investigates complex and unsettling cases.",7.59,2013-03-18,7.092,355
['MX'],Tres veces Ana,"Over a road trip, triplets Ana Laura, Ana Leticia, and Ana Lucía, along with their parents, suffer a dramatic accident crashing by the side of a river. The consequences of this event are catastrophic: Both parents die, Ana Laura loses one leg, and Ana Lucía, unconscious, is dragged by the river’s flow. Only Ana Leticia, who actually caused the accident, emerges unscathed. Soledad, a woman who was seriously hurt after her daughter’s death, helps Ana Lucía, whom she finds agonizing. Although Soledad discovers who the girl is, she takes advantage of her memory loss regarding the accident and her family and decides to keep her, making her believe she is her mother. Despite everyone declares Ana Lucía is death, Ernestina, the triplets' grandmother, and Ramiro, their uncle, don’t give up and do everything they can to find Ana Lucía. But years go by, the same as their wishful",83.43,2016-05-23,7.089,325
['US'],Pawn Stars,"Go inside the colorful world of the pawn business. At the Gold & Silver Pawn Shop on the outskirts of Las Vegas, generations of the Harrison family run the family business, and there’s clashing and camaraderie every step of the way.",130.68,2009-07-19,7.1,270
['US'],Hemlock Grove,"One cannot quench his all-consuming thirst. The other cannot tame the beast clawing its way out. In the sleepy Pennsylvania village of Hemlock Grove, two young men struggle to accept painful truths: about family, themselves, the mystery of the White Tower - and a terrifying new threat so powerful it will turn them from predators into prey.",28.7125,2013-04-19,7.1,508
['US'],Beavis and Butt-Head,"Two dimwitted teenagers discuss TV, heavy-metal music, nachos, and trying to ""score with chicks."" When the duo aren't sitting on the couch, they try to pick up girls at the local convenience store, slack off at school, or wreak havoc while working at a burger joint.",152.3625,1993-03-08,7.1,403
['US'],Sesame Street,"On a special inner city street, the inhabitants—human and muppet—teach preschoolers basic educational and social concepts using comedy, cartoons, games, and songs.",246.785,1969-11-10,7.1,252
['US'],The King of Queens,"Life’s good for deliveryman Doug Heffernan, until his newly widowed father-in-law, Arthur, moves in with him and his wife Carrie. Doug is no longer the king of his domain, and instead of having a big screen television in his recently renovated basement, he now has a crazy old man.",148.0375,1998-09-21,7.082,631
['ES'],Soy Georgina,"Join Georgina Rodríguez — mom, influencer, businesswoman and Cristiano Ronaldo's partner — in this emotional and in-depth portrait of her daily life.",7.33,2022-01-27,7.1,315
['MX'],"Ringo, la pelea de su vida","Ringo is a young man, who has dedicated his life to boxing, and at the peak of his career he loses the national title upon receiving the news of the death of his brother. From that moment, Ringo decides to retire from boxing. Gloria, his wife, leaves him to go live with El Turco, Ringo's main rival in the ring. Gloria's decision leaves Ringo alone in charge of the care of his son Santi. Then, Gloria will return to claim custody of her son, and in that situation, Ringo will have to obtain a job that provides fixed income, to keep custody of his son. He decides to return to boxing with the clear goal to be crowned champion.",27.64,2019-01-23,7.1,236
"['ES', 'MX']",Alguien tiene que morir,"In 1950s Spain, a couple summon their son home from Mexico to introduce him to his fiancée, but are shocked when he returns with a ballerino.",2.405,2020-10-16,7.1,222
['US'],MasterChef,"This hit cooking competition series sees award-winning chef Gordon Ramsay and other celebrity chefs put a group of contestants through a series of challenges and elimination rounds, in order to turn one home cook into a culinary master.",69.44,2010-07-27,7.076,271
['US'],The Wonder Years,"A coming of age story set in the late 1960s that takes a nostalgic look at a black middle-class family in Montgomery, Alabama through the point-of-view of imaginative 12 year-old Dean. With the wisdom of his adult years, Dean’s hopeful and humorous recollections show how his family found their “wonder years” in a turbulent time. Inspired by the classic series of the same name.",10.692499999999999,2021-09-22,7.1,202
['US'],Power Rangers,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",463.8575,1993-08-28,7.1,774
['US'],American Gods,An ex-con becomes the traveling partner of a conman who turns out to be one of the older gods trying to recruit troops to battle the upstart deities. Based on Neil Gaiman's fantasy novel.,27.055,2017-04-30,7.073,1633
['US'],Cow and Chicken,"Follows the surreal adventures of a cow, named Cow, and her chicken brother, named Chicken. They are often antagonized by ""The Red Guy"", who poses as various characters to scam them.",233.9825,1997-09-16,7.073,466
['US'],No Ordinary Family,"After their plane crashes into the Amazon River, each member of the Powell family starts to show signs of new, unique and distinct super powers.",66.9075,2010-09-28,7.1,346
['US'],Sex/Life,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,52.114999999999995,2021-06-25,7.1,1335
['US'],Star Trek: Discovery,"Follow the voyages of Starfleet on their missions to discover new worlds and new life forms, and one Starfleet officer who must learn that to truly understand all things alien, you must first understand yourself.",94.44749999999999,2017-09-24,7.063,1838
['US'],Marvel's The Defenders,"Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to take on common enemies as a sinister conspiracy threatens New York City.",15.3875,2017-08-18,7.067,1478
['US'],Obi-Wan Kenobi,"During the reign of the Galactic Empire, former Jedi Master, Obi-Wan Kenobi, embarks on a crucial mission to confront allies turned enemies and face the wrath of the Empire.",23.64,2022-05-26,7.06,1893
['US'],Outcast,"Kyle Barnes has been plagued by possession since he was a child. Now an adult, he embarks on a spiritual journey to find answers, but what he uncovers could mean the end of life on Earth as we know it.",6.6625,2016-06-03,7.1,458
['US'],Masters of Sex,"William Masters and Virginia Johnson are real-life pioneers of the science of human sexuality. Their research touched off the sexual revolution and took them from a midwestern teaching hospital to the cover of Time magazine and multiple appearances on Johnny Carson's couch. He is a brilliant scientist out of touch with his own feelings, and she is a single working mother ahead of her time. The series chronicles their unusual lives, romance, and unlikely pop culture trajectory.",53.09,2013-09-29,7.061,376
"['CA', 'US']",Baby Looney Tunes,"The world's most beloved animated characters as precocious preschoolers, discovering the world one baby step at a time.",67.3075,2002-09-07,7.06,292
['ES'],La peste,"Plague decimates late 16th century Seville, a crowded city where many have arrived to embark for the New World to seek their fortune.",5.0225,2018-01-12,7.1,222
"['GB', 'US']",Truth Seekers,"A ghost-hunting duo team up to uncover and film paranormal sightings across the U.K. and share their adventures on an online channel. Their supernatural experiences grow more frequent, terrifying, and even deadly as the pair begin to uncover a conspiracy that could threaten the entire human race.",3.805,2020-10-30,7.1,246
['US'],The Boss Baby: Back in Business,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.",15.432500000000001,2018-04-06,7.1,1743
['US'],Nurse Jackie,"Every day is a matter of life and death in a hectic New York City hospital, but for Nurse Jackie that's the easiest part. Between chronic back pain that won't quit, and a personal life on the constant edge of collapse, it's going to take a white lie here, a bent rule there, and a handful of secret strategies to relieve the pain, and stay one step ahead of total disaster.",60.635,2009-06-08,7.1,221
"['US', 'MX']",El secreto de Selena,,5.3475,2018-09-23,7.054,429
['US'],Bull,"Dr. Jason Bull is the brilliant, brash, and charming founder of a hugely successful trial consulting firm.",105.15,2016-09-20,7.0,369
['US'],The Politician,Payton has known since childhood that he's going to be president. First he'll have to navigate the most treacherous political landscape: high school.,7.4825,2019-09-27,7.048,207
['US'],Conan,A late night television talk show hosted by  Conan O'Brien.,256.05,2010-11-08,7.0,230
['ES'],Bienvenidos a Edén,"Are you happy? With this question, Zoa and four other attractive young people, very active on social networks, are invited to the most exclusive party in history on a secret island, organized by the brand of a new drink. What begins as an exciting journey will soon become the journey of a lifetime. But paradise is not really what it seems - Welcome to Eden.",8.05,2022-05-06,7.047,286
['US'],Spin City,"Workaholic Mike Flaherty is the Deputy Mayor of New York City, serving as Mayor Randall Winston's key strategist and much-needed handler. Mike runs the city with the help of his oddball staff: an anxious and insecure press secretary; a sexist, boorish chief of staff; an impeccably groomed gay activist running minority affairs; a sharp and efficient, man-crazy accountant; and an idealistic young speechwriter. Like Mike, they are all professionally capable but personally challenged.",105.4,1996-09-17,7.047,300
['US'],Star Wars: Skeleton Crew,Four ordinary kids search for their home planet after getting lost in the Star Wars galaxy.,13.45,2024-12-02,7.0,269
['US'],Van Helsing,"Vanessa Helsing, the daughter of famous vampire hunter and Dracula nemesis Abraham Van Helsing is resurrected five years in the future to find out that vampires have taken over the world and that she possesses unique power over them. She is humanity’s last hope to lead an offensive to take back what has been lost.",15.3,2016-09-23,7.044,879
['US'],Numb3rs,"Inspired by actual cases and experiences, Numb3rs depicts the confluence of police work and mathematics in solving crime as an FBI agent recruits his mathematical genius brother to help solve a wide range of challenging crimes in Los Angeles from a very different perspective.",26.8,2005-01-23,7.0,386
['GB'],Eric,"A desperate father, alongside a tenacious cop, battles his own demons on the streets of 1980s New York as he searches for his missing nine-year-old son.",3.7,2024-05-30,7.041,218
"['GB', 'US']",Being Human,"Deciding to turn over a new leaf, a group of friends who also happen to be vampires and werewolves move into a house together, only to find that it is haunted by ghosts of people who have been killed under mysterious circumstances. As they deal with the challenges of being supernatural creatures, their desire to be human bonds them.",12.0,2009-01-25,7.0,212
['MX'],Herederos por accidente,"After the death of Don José by an 'accident', two families, the Spanish and a Mexican, end up fighting for their inheritance. The baby Lupe is expecting is the heir to that fortune. We discover that both families are hiding great secrets.",2.1,2020-03-26,7.0,280
['US'],Kyle XY,"A suburban family that takes in a mysterious teen naive to the world around him. As Kyle begins to show signs of brilliance, solving the mystery of his origin and potential abilities becomes the family's mission.",10.15,2006-06-26,7.0,348
